epoch,train_loss,val_loss,train_miou,val_miou
1,2.2831108570098877,2.028136730194092,0.09357495605945587,0.13262568414211273
2,1.7291714668273925,1.8122197985649109,0.1915169060230255,0.16531991958618164
3,1.4688815087080003,1.5628702243169148,0.2261406034231186,0.18674570322036743
4,1.3369675308465958,1.2789679567019145,0.24404285848140717,0.24124349653720856
5,1.1985196962952613,1.2078584432601929,0.27423349022865295,0.2431308478116989
6,1.1390285313129425,1.3685305714607239,0.28249451518058777,0.22118139266967773
7,1.1131362631917,1.108783741792043,0.2843511998653412,0.26488322019577026
8,1.0176672220230103,1.0489936769008636,0.3052906394004822,0.29552218317985535
9,0.9495521485805511,1.0909654796123505,0.32170337438583374,0.2883760333061218
10,0.9148796334862709,0.9822356700897217,0.3316977322101593,0.3186817467212677
11,0.8728840380907059,0.9883991380532583,0.33794406056404114,0.30493101477622986
12,0.8809087872505188,0.8718469142913818,0.3384787142276764,0.3374662697315216
13,0.8287602052092552,0.9602585832277933,0.35165372490882874,0.3101561963558197
14,0.8095360338687897,0.8878037929534912,0.3543819487094879,0.33693891763687134
15,0.7514059081673622,0.8354272544384003,0.3741084635257721,0.3349662125110626
16,0.8092273399233818,0.8340755899747213,0.3552592098712921,0.34090346097946167
17,0.7298709973692894,0.7536739011605581,0.37671011686325073,0.3673264682292938
18,0.7116731271147728,0.8046519855658213,0.3836703896522522,0.35334447026252747
19,0.7040517419576645,0.6985938946406046,0.3844691812992096,0.36268314719200134
20,0.6701975971460342,0.7590464949607849,0.3943784534931183,0.3604618012905121
21,0.6395778670907021,0.7352246443430582,0.41247081756591797,0.3489969074726105
22,0.7080048888921737,0.7764667371908823,0.39098379015922546,0.3641017973423004
23,0.7447741284966469,0.764404167731603,0.37159857153892517,0.3717925250530243
24,0.6722756922245026,0.7094958821932474,0.4050583839416504,0.36747223138809204
25,0.6251378253102302,0.7324525614579519,0.409403532743454,0.3507266342639923
26,0.6196944147348404,0.634027769168218,0.43469157814979553,0.39494583010673523
27,0.5913242422044277,0.6827312260866165,0.43361178040504456,0.36522454023361206
28,0.5997274369001389,0.7844254573186239,0.4392510950565338,0.3882324993610382
29,0.5821888528764247,0.6731241544087728,0.44324326515197754,0.4087089002132416
30,0.5889164239168168,1.0497550070285797,0.43889015913009644,0.3415360748767853
31,0.6353524491190911,0.6374815106391907,0.42451876401901245,0.42282339930534363
32,0.544546789675951,0.6524646381537119,0.46611055731773376,0.4490431547164917
33,0.5583771497011185,0.6524464935064316,0.45966771245002747,0.4102470576763153
34,0.5479065112769603,0.6104022959868113,0.4643875062465668,0.4134059250354767
35,0.5168442085385323,0.6144701739152273,0.48041725158691406,0.43223777413368225
36,0.5669889204204083,0.6682071288426717,0.46263352036476135,0.381071537733078
37,0.5697297133505345,0.7691149413585663,0.4553103744983673,0.34680232405662537
38,0.5288879610598087,0.5981027036905289,0.47816890478134155,0.4455825984477997
39,0.5173033557832241,0.5869485686222712,0.4835139214992523,0.4309261441230774
40,0.5008246228098869,0.5619379331668218,0.48277029395103455,0.4388746917247772
41,0.4833547092974186,0.7108583350976309,0.4949565529823303,0.40087205171585083
42,0.5249646946787834,0.5582304944594702,0.48037582635879517,0.4443357586860657
43,0.46618270576000215,0.5773205906152725,0.5035180449485779,0.435815691947937
44,0.48051677644252777,0.5717887679735819,0.49680638313293457,0.4275088906288147
45,0.5112732663750649,0.6578524460395178,0.4839453399181366,0.43165066838264465
46,0.4632529363036156,0.533999095360438,0.5080700516700745,0.48080378770828247
47,0.4501098595559597,0.5436425358057022,0.5141810774803162,0.48126983642578125
48,0.4289832256734371,0.5122191061576208,0.527212381362915,0.4731002748012543
49,0.41188463270664216,0.5283262431621552,0.5309979319572449,0.47450515627861023
50,0.4308056339621544,0.5420790563027064,0.5278657078742981,0.4624391198158264
